"","A01","A02","A03","B05","B06","B07","B08","B09","C10T12","C13T15","C16","C17_18","C19","C20","C21","C22","C23","C24A","C24B","C25","C26","C27","C28","C29","C301","C302T309","C31T33","D","E","F","G","H49","H50","H51","H52","H53","I","J58T60","J61","J62_63","K","L","M","N","O","P","Q","R","S","T","HFCE","NPISH","GGFC","GFCF","INVNT","DPABR","CONS_NONRES","EXPO","IMPO","TOTAL"
"TTL_C26",163.371,28.687,118.841,122.382,54.819,287.211,21.862,20.531,100.708,457.015,28.586,126.485,383.822,490.936,44.408,186.115,272.928,31.043,12.366,424.239,127880.149,5820.446,1619.208,753.75,179.44,531.958,3184.985,1272.387,182.047,3787.37,4818.847,184.467,146.204,206.369,381.725,64.619,151.208,380.335,4632.532,979.684,808.013,213.161,1894.255,409.597,802.244,812.736,338.719,425.598,557.736,0,1514.212,0.017,1.27,4621.803,835.819,4.362,1.368,134476.106,-87687.514,220563.588
"TTL_C27",107.298,6.502,66.809,87.393,11.413,233.538,27.189,15.995,51.006,92.784,12.654,41.715,48.093,98.409,9.27,76.008,129.231,23.012,8.133,182.979,3705.014,5055.905,571.199,505.306,30.171,235.469,976.518,1682.38,55.957,4761.509,1035.849,144.147,63.102,25.221,74.128,5.196,59.392,28.322,359.356,44.717,42.817,105.958,293.128,84.931,173.792,76.574,21.927,106.115,84.541,0,5298.715,0.001,0.149,2307.95,461.442,2.074,0.639,17683.958,-21013.438,26479.566
"TTL_C28",154.036,45.931,95.735,375.597,72.579,558.689,50.326,38.767,90.276,191.629,32.033,64.96,238.7,121.881,10.133,82.062,372.585,39.765,6.213,158.352,414.788,319.913,1073.138,190.655,40.944,124.043,687.857,368.163,57.311,1309.504,421.685,65.9,11.977,11.399,49.853,3.844,9.662,6.187,27.478,8.707,70.731,17.922,96.616,56.782,66.227,31.451,8.942,24.214,16.306,0,1851.198,0.004,0.313,8753.021,1723.473,0.853,0.001,7822.837,-16691.27,11852.878
"TTL_C29",21.067,16.531,11.791,5.938,2.613,45.258,4.122,1.776,8.825,19.4,2.873,2.675,13.641,13.403,1.326,10.562,35.567,3.142,1.287,14.667,111.248,69.288,37.526,1398.737,1.768,38.685,63.812,35.644,10.289,124.718,731.054,263.55,23.625,26.076,38.251,2.34,2.822,1.706,7.939,2.319,8.412,6.365,16.324,20.707,15.901,9.032,1.693,6.36,3.524,0,2221.368,0.001,0.454,4857.227,956.937,3.546,0.558,5482.425,-8264.608,8574.082
"TTL_C301",1.235,0.174,14.612,1.093,0.436,2.162,0.2,0.119,1.23,1.859,0.39,0.259,0.833,1.027,0.071,0.691,1.466,0.509,0.067,4.889,3.628,2.111,3.5,2.488,68.797,25.237,13.079,1.324,0.263,15.212,4.006,3.197,88.079,15.833,4.111,0.032,0.176,0.026,0.158,0.038,0.275,0.467,0.628,0.48,12.647,0.25,0.041,0.329,0.4,0,15.299,0,0.003,589.862,116.802,0.009,0,775.175,-743.668,1053.615
"TTL_C302T309",0.76,0.591,11.111,1.062,0.088,1.346,0.066,0.074,0.602,0.919,0.115,0.151,0.388,0.717,0.078,0.442,0.609,0.729,0.04,2.161,7.576,2.022,1.696,10.002,5.228,304.124,24.974,0.638,0.168,4.598,15.167,32.136,10.113,65.39,3.738,0.087,0.143,0.034,0.271,0.114,0.326,0.196,0.803,1.68,16.936,0.353,0.303,0.294,1.017,0,256.436,0,0.116,2053.689,403.423,0.064,0,3265.105,-1670.684,4840.323
"TTL_C31T33",700.128,56.142,315.643,186.225,53.662,368.894,71.997,27.297,169.669,727.792,47.189,107.62,371.563,260.5,142.433,85.994,348.312,67.853,9.372,96.121,385.853,109.221,73.769,46.027,6.878,55.968,1485.089,768.991,104.15,602.235,591.782,342.155,181.711,460.662,171.48,11.893,75.427,13.837,93.838,24.812,182.511,86.668,155.847,89.069,178.038,164.277,145.118,123.789,42.392,0,5944.012,0.121,48.401,3350.586,696.162,16.726,13.744,17158.288,-3778.443,34437.492
"TTL_D",1982.272,79.287,537.024,979.38,268.934,2114.077,281.106,36.212,1112.555,2981.811,223.925,963.653,3221.06,2493.381,105.131,839.632,2690.134,499.049,92.301,449.885,925.769,304.301,165.001,150.634,18.239,116.456,751.298,14913.583,661.338,845.999,4238.556,959.708,40.208,36.465,505.452,56.29,1087.313,106.349,454.336,68.337,830.89,1157.165,396.928,162.043,882.325,1102.007,167.88,553.705,245.032,0,2860.49,0.401,69.942,4.269,1.043,0.951,0.052,109.376,-528.628,56372.314
"TTL_E",245.167,5.698,56.803,55.455,11.325,133.193,14.614,6.216,128.849,227.746,18.507,181.408,188.242,141.384,11.096,45.976,152.957,176.937,35.84,38.035,53.85,21.715,14.817,8.828,1.569,14.032,62.69,249.84,885.808,175.732,404.963,44.675,13.945,4.979,48.794,5.799,141.993,5.44,10.073,3.989,88.686,157.709,51.926,22.816,308.48,200.194,36.224,55.248,28.77,0,1296.52,1.044,51.12,3.939,0.352,0.34,0.036,22.263,-24.046,6350.599
"TTL_F",424.538,85.423,128.489,121.403,18.091,163.872,21.375,20.269,57.186,182.979,16.536,26.871,168.302,78.427,7.565,36.23,142.447,19.078,4.576,57.54,77.019,34.863,20.606,12.277,3.551,12.652,186.968,822.633,185.51,12245.258,942.629,176.157,29.631,19.791,289.822,12.582,107.669,17.161,139.836,11.159,348.169,2154.12,330.047,58.069,750.236,281.813,35.581,83.022,30.712,0,3441.331,0.02,0.463,86900.502,0.726,5.851,1.707,66.986,-132.519,111485.807
